label_dis,abdomal pain lower abdomen,abdominal distention,abdominal distention fullness,abdominal pain,abdominal pain burning pain,abdominal pain chronic,abdominal pain epigastrium,abdominal pain lower abdomen,abdominal pain right upper quantrant,abdominal pain sharp,abdominal swelling,abnormal blood pressure,abnormal discharge genitals yellow creamy,abnormal thought,acid reflux,acute chest pain left side,adult,alcohol craving,alcohol dependence,almond shaped eye,ampits genitals,anaemia,anemia,anger,animal bite,anterior neck swelling,anxiety,back arch stiffness episthotomus,back pain,back pain lower back,behavioural problem,birth weight gram,birth weight le gram,bleeding hemorrhage,bleeding nose,bleeding sex,blister,blister yellow brown crust broken blister,bloating gas fart,bloating gas farting,blood mucus stool,blood stool,blood stool bloody diarrhoea,blood urine,blue appearance tongue,blue lip tongue,blurred vision,body joint pain,body pain stiffness,body swelling,bone pain,bowed leg,breast feeding,breast pain,breast warm touch,breathing rapidly,bridge nose,bulging fontanelle,bulging fontanelle head front,burping,change sleeping habit,chest discomfort,chest indrawing,chest indrawing inward movement lower chest wall child breathes,chest pain,chest pain radiating left jaw left shoulder,chest tightness,child,chill body shaking,chill body shaking sweat,chronic prolonged cough,cluster blister around mouth,cluster blister genitals penis,cold hand foot,confused,confusion,confusion aggression,consciousness irritable restless,constipation,constricted pupil,contact tb patient,convulsion,cough,cough frothy sputum,cough week,coughing,cramp,cyanosis bluish skin discolouration,dark urine,delayed capillary refil second,delayed crawling,delayed development,delayed milestone,delayed sitting,delayed standing,delirium,delivery,delusion,delusion strange belief,depressed mood,depression,developmental problem,diabetes persistent high blood glucose,diarrhoea,diarrhoea effortless watery diarrhea,diarrhoea vomiting,diarrhoea vomitting,diarrhoea waterly stool,difficult breathing,difficult swallowing,difficulty breathing,difficulty falling asleep,difficulty feeding,difficulty paying attention,difficulty speaking,difficulty swallowing,discharge breast,discharge ear,discolored patch skin loss sensation,disfigured missing finger,disfigured missing toe,distrust others,dizziness,doom feeling,drenching night sweat,dry cough,dry skin,ear,easy bleeding,easy bruising,easy fatigibility,elderly,elevated high blood pressure,enlarged gland,enlarged spleen liver,epigastric pain upper abdomen rib,excessive body secretion,excessive thirst polydipsia,exposure carbon monoxide,exposure raw unpasteurised milk product,fainting,fast breathing,fast heart beat,fast heart rate,fatigue,feeling full easily,feeling full quickly,feeling nervous,feeling well,female,fever,fever acute,fever intermittent,fever persistant steadily increasing,fever recurrent,fever slight,flaring nostril,flattened face,flatulence,floppiness,flu mild,fluid filled pimple genitals,forgetfulness,frequent extreme hunger polyphaghia,frequent micturation,frequent passing urine,frequent urination,frequent urination polyuria,gas fart,genital discharge clear,get tired easily,grunting breathing,hallucination,hallucination hearing thing,headache,headache severe,hearing loss,heartburn,heat intolerance,heavy period vaginal bleeding,high blood pressure,history alcohol abuse,history allergy,history poorly controlled diabetes,history sexual contact,history smoking,hoarse voice,hoarseness voice,hot flush,hydrophobia fear water,hypopigmented skin patch,inability suck,incoherent speech,increased heart rate,increased salivation,infant,ingested eaten contaminated food,insomnia lack sleep,irregular heartbeat,irregular prolonged menstruation,irritability,irritability aggressiveness,irritated eye,itchy red skin,itchy skin,itchy skin genitals,jaundice yellow eye,jaundice yellow eye within two week,joint crackle,joint pain,joint pain swelling,joint swelling,lack balance body weakness,lack coordination,leg cramp,light headedness,light hurt eye,limb wasting,liver failure,locked jaw,long standing hypertension,loss appetite,loss balance,loss consciousness,loss eyebrow,loss skin colour,loss taste,low appetite,low haemoglobin test result low hb,low muscle strength,low spo2,lower chest indrawing,lower limb leg swelling,lower right side,malaise body weakness,massive haemorrhaging,memory loss,mental decline,mental retardation,mild bleeding gum,mood change,mood instability,mood swing,morning joint stiffness,mucoid blood stool,mucus,muscle ache pain,muscle spasm,muscle stiffness,nausea,nausea vomitting,neck swelling,nodule swelling skin,nose,nose bleeding epistaxis,nose congestion,numbness,numbness leg along nerve,oedema swollen leg,oral thrush white patch mouth,orifice,pain arm,pain ear,pain eye,pain jaw parotid area,pain leg,pain passing urine,pain skin,pain swallowing,painful,painful period,painful ulceration wound genitals,pale skin,pale whitish skin,panic,papule fluid filled blister,phlegm sputum,photophobia fear light,pink blood tinged mucus,poor concentration,poor coordination,poor hygiene,positive malaria test,premature whitening body hair,pressure chest,problem mixing others,problem teeth,progressive emaciation,progressive muscle weakness,projectile vomiting,protein urine positive test,pus filled blister pimple postules,rapid heartbeat palpitation,rapid weight gain,rash,rash burning sensation rash,rash dry scaly,rash face limb,rash fine generalized rash maculopapular,rash itchy rash,rash painful red rash,rash rash finger,rash red rash,rash red rash face,rash red rash patch face,rash segmental distributed rash,recurrent chest infection,recurrent frequent infection,red eye,reduced air entry,reduced consciousness,reduced eyesight,reduced level consciousness,reduced urine output,reduced vision,refusal feed,regurgitation food vomiting,restless,runny nose,runny nose cough,runny nose cough child,scaling skin,season common cold,seizure,severe chest wall indrawing,shaking sweating,shallow breathing,shivering,shock,short neck,short stature,shortness breath,single palmer crease,skin pinch slow second,sleepiness,small ear low set ear,small hand,sneezing,social withdrawal,sore around mouth lip,sore throat,stiff neck,stiffness,stunted growth,sudden chest tightness,sudden confusion,sudden difficult walking,sudden one sided body numbness,sudden vision change blurred vision,sudden weakness floppiness limb,sunken eye,sweating,swelling breast,swelling jaw,swelling oedema abdomen,swollen gland,swollen tonsil,tachypnea rapid breathing min,tense,tension anxiety,tested positive breath volume speed,testicular pain,thirsty dehydration,throat pain,throat tightness,tingling,tingling sensation foot toe,tiredness fatigue,toe,travel malaria zone,trembling,tremor,tremor slurred speech,trouble speaking,twitch stiffness,unable drink breastfeed,unable lie flat,unresponsiveness antibiotic,upsetting thought,urethral discharge,urination self wetting frothing,visible prominent neck vein,vomiting,vomitting,vulval burning sensation,waking early,wandering,warmth joint,warmth redness breast,weak absent pulse,weakness,weakness limb,weakness one side body,weight loss,wheezing,white patch mouth,whitish curdy vaginal discharge,widely spaced big toe,yellow brown crust broken blister
Alcohol Abuse and Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcohol-related liver disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alzheimer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Amoebiasis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anxiety,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
